customer_id,full_name,email,city,state,country,postal_code,acquisition_channel,is_active,created_at,updated_at,_loaded_at
CUST-00139,Nicole Lewis,bobby15@example.com,Sarahview,DC,US,14817,social media,True,2025-02-27T16:44:03.968221,2026-04-24T19:23:11.209830,2026-04-24T19:23:36.170257
CUST-00140,Amy Gutierrez,brentstein@example.org,Garciaberg,AL,US,72636,Paid Search,True,2026-03-31T14:29:19.820024,2026-04-24T19:22:45.476465,2026-04-24T19:23:36.170683
CUST-00141,Matthew Velez,MWOODS@EXAMPLE.COM,Lake Audreyside,WA,US,95281,social media,True,2025-11-11T19:32:48.575460,2026-04-24T19:22:38.237895,2026-04-24T19:23:36.171147
CUST-00142,Jennifer Simpson DVM,robertmonroe@example.org,Nancytown,ME,US,74944,EMAIL,True,2025-02-13T13:39:20.556320,2026-04-24T19:23:31.707291,2026-04-24T19:23:36.171584
CUST-00143,Brandi Gordon,justin88@example.com,Jamesville,MA,US,21799,EMAIL,True,2025-07-04T04:32:54.070323,2026-04-24T19:23:14.897120,2026-04-24T19:23:36.171933
CUST-00144,Nicole Thompson,ALEXISROGERS@EXAMPLE.COM,Wilcoxhaven,MD,US,11869,Referral,True,2024-07-07T06:55:50.781581,2026-04-24T19:22:41.723106,2026-04-24T19:23:36.172353
CUST-00145,David Molina,thomasboyle@example.org,Kevinshire,AL,US,34783,Referral,True,2025-04-10T08:11:49.105674,2026-04-24T19:23:17.566115,2026-04-24T19:23:36.172759
CUST-00146,Jonathan Jacobson,contrerassteven@example.org,Hannahport,MN,US,81061,ORGANIC SEARCH,True,2023-12-23T01:50:38.233526,2026-04-24T19:23:33.441632,2026-04-24T19:23:36.173318
CUST-00147,Michael Durham,VHERNANDEZ@EXAMPLE.NET,Port John,WV,US,78595,PAID_SEARCH,True,2025-12-06T19:10:33.211022,2026-04-24T19:22:40.912218,2026-04-24T19:23:36.173872
CUST-00148,Ashley Poole,xrice@example.org,New Amanda,GA,US,43508,ORGANIC SEARCH,False,2025-11-16T08:45:24.784009,2026-04-24T19:23:02.510433,2026-04-24T19:23:36.174319
CUST-00149,Anthony Anderson,jenniferburns@example.net,Bryantton,OH,US,61105,social media,True,2025-05-01T06:03:46.886186,2026-04-24T19:22:54.490174,2026-04-24T19:23:36.174753
CUST-00150,Benjamin Henderson,FOSTERLISA@EXAMPLE.NET,New Virginialand,NJ,US,04660,Referral,True,2024-03-04T15:48:47.710826,2026-04-24T19:22:46.798880,2026-04-24T19:23:36.175161
CUST-00151,Jacqueline Vance,katiegood@example.net,Kanefurt,MS,US,11019,Social Media,True,2025-05-12T04:03:11.666885,2026-04-24T19:23:15.707552,2026-04-24T19:23:36.175587
CUST-00152,Jenna Anderson DVM,desireebailey@example.org,Port Andrewport,NH,US,88777,PAID_SEARCH,True,2025-06-21T00:19:01.040186,2026-04-24T19:23:01.447682,2026-04-24T19:23:36.176018
CUST-00153,Donald Pineda,PMORROW@EXAMPLE.COM,North Lisachester,RI,US,02551,Paid Search,True,2024-01-13T18:58:41.685149,2026-04-24T19:22:40.037454,2026-04-24T19:23:36.176464
CUST-00154,Andrew Gonzales,griffinemily@example.org,Port Michelle,AR,US,18868,social media,True,2024-10-28T05:11:42.595824,2026-04-24T19:22:53.355807,2026-04-24T19:23:36.176872
CUST-00155,Victoria Boyd,barbara53@example.com,Turnerton,OH,US,78051,organic,True,2025-12-14T00:10:52.255207,2026-04-24T19:23:30.694660,2026-04-24T19:23:36.177296
CUST-00156,Megan Floyd,DPETERS@EXAMPLE.COM,Heatherchester,FL,US,39807,social media,True,2024-06-10T13:59:09.762078,2026-04-24T19:23:21.264966,2026-04-24T19:23:36.177662
CUST-00157,Brianna Ford,oallen@example.com,New Robertchester,OH,US,69968,ORGANIC SEARCH,True,2023-09-19T00:23:08.588490,2026-04-24T19:22:50.571511,2026-04-24T19:23:36.178019
CUST-00158,Anna Hardy,markmiller@example.com,North Joseph,TX,US,79795,ORGANIC SEARCH,True,2025-02-13T17:18:47.231578,2026-04-24T19:23:28.417228,2026-04-24T19:23:36.178425
CUST-00159,Karen Booth,LINDAMATTHEWS@EXAMPLE.NET,Kevintown,IL,US,25407,EMAIL,True,2026-03-14T06:07:12.624834,2026-04-24T19:22:43.038972,2026-04-24T19:23:36.178943
CUST-00160,Jennifer Allen,srocha@example.net,Kimberlyfurt,NH,US,70447,Paid Search,True,2025-04-04T21:42:33.268096,2026-04-24T19:22:54.505337,2026-04-24T19:23:36.179388
CUST-00161,Miranda Gill,william77@example.org,Robinstad,MD,US,54755,PAID_SEARCH,True,2023-06-14T04:18:16.226257,2026-04-24T19:23:27.845090,2026-04-24T19:23:36.179982
CUST-00162,Jennifer Hernandez,ALLENTRAN@EXAMPLE.NET,Jerryshire,MP,US,32709,social media,True,2024-10-23T04:22:33.232523,2026-04-24T19:23:15.276478,2026-04-24T19:23:36.180546
CUST-00163,Robert Jackson,jonathan77@example.com,Whiteside,SD,US,08199,EMAIL,True,2024-11-19T04:25:03.350078,2026-04-24T19:23:26.344110,2026-04-24T19:23:36.181069
CUST-00164,Ryan Hall,landryelizabeth@example.org,North Jeffery,NH,US,49417,social media,True,2023-06-30T07:47:09.704113,2026-04-24T19:23:14.263716,2026-04-24T19:23:36.181537
CUST-00165,Jennifer Smith,BHOPKINS@EXAMPLE.ORG,Amandaport,AK,US,66327,ORGANIC SEARCH,True,2025-10-02T01:55:22.451189,2026-04-24T19:23:16.441977,2026-04-24T19:23:36.181942
CUST-00166,Manuel King,danieldavis@example.org,Josephfurt,CO,US,49397,organic,True,2026-03-11T05:01:12.148115,2026-04-24T19:23:03.539865,2026-04-24T19:23:36.182449
CUST-00167,Angela Frey,veronicaperez@example.net,North Richardfurt,OH,US,62891,PAID_SEARCH,True,2023-06-25T13:46:57.592350,2026-04-24T19:22:36.567010,2026-04-24T19:23:36.182910
CUST-00168,Kylie Hodge,CHRISTOPHERBRUCE@EXAMPLE.NET,New Samanthabury,IL,US,91240,EMAIL,True,2025-12-22T14:21:45.604993,2026-04-24T19:23:04.530017,2026-04-24T19:23:36.183612
CUST-00169,Kristy Johnson,glassgabrielle@example.com,Alexisborough,OR,US,19400,Paid Search,True,2025-07-27T08:20:49.994064,2026-04-24T19:23:18.762684,2026-04-24T19:23:36.184099
CUST-00170,Lacey Atkinson,thickman@example.org,Patrickberg,WY,US,90850,ORGANIC SEARCH,True,2025-06-26T13:38:00.357037,2026-04-24T19:23:06.047571,2026-04-24T19:23:36.184470
CUST-00171,Randy Friedman,BRIAN63@EXAMPLE.ORG,Novakmouth,AK,US,83616,EMAIL,True,2024-02-18T13:51:58.252688,2026-04-24T19:23:35.555153,2026-04-24T19:23:36.184913
CUST-00172,Michael Guerrero,jperez@example.com,Port Christinebury,VT,US,10135,Social Media,True,2023-07-23T23:29:18.517382,2026-04-24T19:22:45.253258,2026-04-24T19:23:36.185360
CUST-00173,Tommy Wallace,jodistewart@example.org,Curtisland,HI,US,56990,EMAIL,True,2024-08-28T21:28:25.332485,2026-04-24T19:23:09.284400,2026-04-24T19:23:36.185977
CUST-00174,Linda Mueller,FGARCIA@EXAMPLE.COM,Smithchester,MS,US,11602,EMAIL,True,2025-06-27T07:31:21.991663,2026-04-24T19:23:09.572193,2026-04-24T19:23:36.186603
CUST-00175,Derrick Adams,ashleyjackson@example.com,North Gary,KY,US,55695,Referral,True,2024-03-18T12:46:38.242088,2026-04-24T19:23:22.959997,2026-04-24T19:23:36.187177
CUST-00176,Judith Taylor,johnathan37@example.net,South Martinfurt,AS,US,43694,Referral,True,2024-08-19T10:46:17.129623,2026-04-24T19:23:01.836973,2026-04-24T19:23:36.187539
CUST-00177,Ernest Oconnell,KEVINMORRISON@EXAMPLE.NET,Kellyfort,OK,US,32276,PAID_SEARCH,True,2024-04-16T04:01:46.329883,2026-04-24T19:22:52.818009,2026-04-24T19:23:36.187954
CUST-00178,Kimberly Maldonado,kdiaz@example.org,Lake Stevenborough,NV,US,38686,organic,True,2025-10-21T22:32:59.860317,2026-04-24T19:22:40.149520,2026-04-24T19:23:36.188313
CUST-00179,David Moore,ichambers@example.net,Mccormickland,NV,US,78873,Paid Search,True,2024-10-01T04:40:27.954210,2026-04-24T19:23:00.048306,2026-04-24T19:23:36.188777
CUST-00180,Robin Wheeler,YSTEPHENS@EXAMPLE.COM,North Kaylastad,GA,US,85304,Referral,True,2025-02-24T09:51:55.688329,2026-04-24T19:23:09.793217,2026-04-24T19:23:36.189259
CUST-00181,Brett Walker,vrasmussen@example.com,South Neil,NH,US,89571,Referral,False,2025-01-29T00:25:06.296969,2026-04-24T19:23:06.027947,2026-04-24T19:23:36.189808
CUST-00182,Vernon Wilson,whitney71@example.com,West Larry,NH,US,27615,PAID_SEARCH,True,2024-11-16T02:00:26.062206,2026-04-24T19:22:56.898018,2026-04-24T19:23:36.190179
CUST-00183,Andrew Page,KIMHEATHER@EXAMPLE.COM,Port Matthewville,TX,US,22043,organic,True,2026-02-07T00:31:43.637597,2026-04-24T19:23:20.429369,2026-04-24T19:23:36.190763
CUST-00184,Crystal Sullivan,andrearivera@example.com,East Danielle,NE,US,52350,Paid Search,True,2023-05-27T01:47:24.932451,2026-04-24T19:23:12.846416,2026-04-24T19:23:36.191209
CUST-00185,Christine Goodwin,shannonjordan@example.org,New Cristianside,HI,US,48446,EMAIL,True,2024-04-16T06:37:27.826827,2026-04-24T19:23:03.453025,2026-04-24T19:23:36.191632
CUST-00186,James Long,EMILY78@EXAMPLE.NET,West Michaelmouth,RI,US,23114,PAID_SEARCH,False,2025-10-02T17:12:08.964144,2026-04-24T19:23:18.359302,2026-04-24T19:23:36.191984
CUST-00187,Bruce Torres,samantha91@example.net,West Heather,NY,US,51417,EMAIL,True,2024-07-26T08:39:26.084408,2026-04-24T19:22:44.272038,2026-04-24T19:23:36.192394
CUST-00188,Tamara Arias,fhenderson@example.net,New Garrett,LA,US,18889,Paid Search,True,2023-11-16T02:17:38.255630,2026-04-24T19:23:26.519113,2026-04-24T19:23:36.192778
CUST-00189,Robert Maynard,GLENNSTEPHANIE@EXAMPLE.COM,Ortizfort,MT,US,93580,organic,True,2025-10-31T08:58:09.208910,2026-04-24T19:23:05.321971,2026-04-24T19:23:36.193246
CUST-00190,Donald Medina,cunninghamlaura@example.org,Port Stephen,WA,US,65422,Paid Search,True,2024-12-17T10:24:27.249693,2026-04-24T19:22:42.792660,2026-04-24T19:23:36.193746
CUST-00191,Nicole Wolf,adamsamy@example.com,Paynechester,CT,US,96968,Referral,True,2025-10-20T14:42:05.585548,2026-04-24T19:23:21.080730,2026-04-24T19:23:36.194179
CUST-00192,Robert Gonzales,NANCY07@EXAMPLE.COM,Port Lisaborough,AS,US,97181,PAID_SEARCH,True,2025-01-28T06:54:10.339531,2026-04-24T19:22:57.037850,2026-04-24T19:23:36.194521
CUST-00193,Renee Hudson,imartin@example.org,Candiceburgh,MD,US,92782,Referral,True,2024-03-10T17:36:18.162406,2026-04-24T19:23:10.364135,2026-04-24T19:23:36.194936
CUST-00194,Wendy Camacho,taylorkaren@example.com,Lake Michelle,IA,US,19669,EMAIL,True,2025-06-12T13:51:03.626042,2026-04-24T19:23:25.708908,2026-04-24T19:23:36.195364
CUST-00195,Jason Hayes,KBURNS@EXAMPLE.NET,South Zacharyview,UT,US,48875,PAID_SEARCH,True,2024-09-04T07:21:52.392832,2026-04-24T19:23:05.282669,2026-04-24T19:23:36.195748
CUST-00196,Judy Beck,meltonmelanie@example.org,Melissaside,MO,US,29052,social media,True,2026-03-20T21:14:43.958808,2026-04-24T19:23:25.490859,2026-04-24T19:23:36.196524
CUST-00197,Bianca Phelps,sadams@example.com,Patriciaton,AZ,US,13552,Referral,True,2025-03-11T04:55:16.037068,2026-04-24T19:23:26.202131,2026-04-24T19:23:36.197358
CUST-00198,William Patterson,MARTINEZMIA@EXAMPLE.COM,Lake Kevin,VI,US,36417,ORGANIC SEARCH,True,2023-08-05T08:41:58.149361,2026-04-24T19:22:57.626123,2026-04-24T19:23:36.198500
CUST-00199,Mario Barber,watsonrebecca@example.org,South Diana,VT,US,12976,EMAIL,True,2023-04-26T06:40:48.531268,2026-04-24T19:23:04.608402,2026-04-24T19:23:36.199306
CUST-00200,Michael Montoya,brittneystone@example.com,Bensonfort,CA,US,30509,organic,True,2024-06-17T19:48:14.558074,2026-04-24T19:23:19.845803,2026-04-24T19:23:36.199765
CUST-00201,Raymond Mullins,GARCIAMICHAEL@EXAMPLE.COM,Lake Victoria,FL,US,09467,Social Media,True,2024-11-26T09:01:45.055899,2026-04-24T19:22:36.508485,2026-04-24T19:23:36.200185
CUST-00202,Tamara Jensen,scottbowen@example.net,Heathland,MH,US,13669,Social Media,True,2023-09-25T12:04:32.834926,2026-04-24T19:22:43.389433,2026-04-24T19:23:36.200616
CUST-00203,Danielle Newman,bbell@example.com,New Carolyn,VA,US,80139,social media,True,2024-03-02T06:45:03.251579,2026-04-24T19:23:32.476755,2026-04-24T19:23:36.200967
CUST-00204,Lawrence Lopez,ABBOTTDOMINIQUE@EXAMPLE.COM,Phillipston,WY,US,31871,Referral,True,2024-10-18T08:18:21.690412,2026-04-24T19:22:42.764620,2026-04-24T19:23:36.201390
CUST-00205,Alexandria Ward,elittle@example.net,Davidshire,MT,US,48396,organic,True,2024-12-13T17:47:12.318066,2026-04-24T19:22:46.366219,2026-04-24T19:23:36.201777
CUST-00206,Austin Baker,xbest@example.org,North Stacyfurt,NY,US,38051,EMAIL,True,2025-03-13T19:48:08.824518,2026-04-24T19:23:06.062938,2026-04-24T19:23:36.202165
CUST-00207,Kimberly Hernandez,ZHENDERSON@EXAMPLE.ORG,West Christianborough,AS,US,20866,EMAIL,True,2024-12-02T19:42:25.053191,2026-04-24T19:22:59.443890,2026-04-24T19:23:36.202553
CUST-00208,Brandon Hamilton,collinssamuel@example.org,Salazarton,ME,US,87805,social media,False,2025-07-15T18:37:22.273118,2026-04-24T19:23:20.439491,2026-04-24T19:23:36.203016
CUST-00209,Troy Mills,smithderrick@example.org,Garyberg,WA,US,35728,EMAIL,True,2025-07-06T04:19:12.215840,2026-04-24T19:22:43.083403,2026-04-24T19:23:36.203419
CUST-00210,Michael Ray,ROGERSRUBEN@EXAMPLE.NET,South Spencerstad,AR,US,65985,Paid Search,True,2025-11-21T16:55:25.812271,2026-04-24T19:22:46.012884,2026-04-24T19:23:36.203819
CUST-00211,Ashley Yang,jonathangarcia@example.net,North Micheletown,IA,US,06527,EMAIL,True,2024-09-23T00:13:51.516484,2026-04-24T19:22:58.978768,2026-04-24T19:23:36.204220
CUST-00212,Suzanne Yang,haroldhorne@example.org,Walkerbury,MT,US,94910,PAID_SEARCH,True,2024-04-09T15:31:54.823620,2026-04-24T19:23:25.559820,2026-04-24T19:23:36.204632
CUST-00213,Vicki Finley,DAVID02@EXAMPLE.ORG,South Michelleport,MD,US,11823,EMAIL,True,2024-12-21T02:54:12.252856,2026-04-24T19:22:36.478150,2026-04-24T19:23:36.205184
CUST-00214,Julie Vargas,kellymueller@example.net,Cuevasborough,VA,US,72139,ORGANIC SEARCH,True,2025-08-05T08:42:52.349224,2026-04-24T19:22:50.707613,2026-04-24T19:23:36.205723
CUST-00215,Ryan Wiley,randolphandrew@example.net,Aaronfurt,PR,US,97242,Paid Search,True,2025-06-29T21:52:43.373835,2026-04-24T19:22:42.236941,2026-04-24T19:23:36.206184
CUST-00216,Anna Morse,ROBERTWOODWARD@EXAMPLE.ORG,Haynesstad,NH,US,98529,EMAIL,True,2023-07-27T02:48:52.431844,2026-04-24T19:22:41.734620,2026-04-24T19:23:36.206614
CUST-00217,Jessica Brandt,danafoster@example.net,West Jose,MD,US,52006,Social Media,True,2025-05-31T21:16:44.857850,2026-04-24T19:23:20.121172,2026-04-24T19:23:36.207097
CUST-00218,Randy Rodriguez,shawn31@example.org,East Shannonmouth,MT,US,16326,EMAIL,True,2024-12-02T07:27:44.379186,2026-04-24T19:23:33.878083,2026-04-24T19:23:36.207574
CUST-00219,Robert Torres,SHANNONFORD@EXAMPLE.ORG,East Marymouth,FL,US,12456,Paid Search,True,2025-06-12T07:36:24.146946,2026-04-24T19:23:34.104000,2026-04-24T19:23:36.208004
CUST-00220,William Johnson,rpalmer@example.com,Bondside,WA,US,72606,Social Media,True,2024-01-23T20:33:13.291923,2026-04-24T19:23:03.722595,2026-04-24T19:23:36.208399
CUST-00221,Rodney Watson,davidbrown@example.org,New Brendaland,AK,US,08951,organic,True,2023-11-27T18:24:21.642006,2026-04-24T19:23:14.759214,2026-04-24T19:23:36.208811
CUST-00222,Tom Williams,CHRISTOPHERBOONE@EXAMPLE.COM,Underwoodfurt,NM,US,04365,Social Media,True,2024-06-17T10:51:00.593119,2026-04-24T19:23:01.599841,2026-04-24T19:23:36.209370
CUST-00223,Charles Mendez,jason24@example.com,Lake Kenneth,MT,US,72680,PAID_SEARCH,True,2024-09-30T23:18:57.035905,2026-04-24T19:22:41.263293,2026-04-24T19:23:36.209770
CUST-00224,Kelly Mccoy,mtaylor@example.net,South Kimberlystad,NJ,US,71872,Social Media,True,2025-08-28T07:43:05.121842,2026-04-24T19:22:56.642047,2026-04-24T19:23:36.210137
CUST-00225,Alyssa Cochran,PAUL20@EXAMPLE.COM,Brianfort,NC,US,47350,Social Media,True,2025-08-12T07:57:49.579828,2026-04-24T19:23:35.976345,2026-04-24T19:23:36.210477
CUST-00226,Raven Mclaughlin,craigsandoval@example.com,New Meghan,AS,US,51412,EMAIL,True,2024-05-17T20:30:15.265370,2026-04-24T19:23:26.353335,2026-04-24T19:23:36.210969
CUST-00227,Suzanne Johnson,gregorywatkins@example.net,Staceyshire,FL,US,74308,Referral,True,2026-02-27T05:36:34.825903,2026-04-24T19:23:26.201810,2026-04-24T19:23:36.211414
CUST-00228,Anthony Guzman,LWEAVER@EXAMPLE.COM,New Timothymouth,PW,US,80996,Social Media,True,2023-12-01T20:04:30.988676,2026-04-24T19:22:43.829373,2026-04-24T19:23:36.211783
CUST-00229,Charles Bush,samantharichard@example.com,Port Daniel,NC,US,48327,Referral,True,2026-03-12T14:10:47.051301,2026-04-24T19:22:58.415447,2026-04-24T19:23:36.212182
CUST-00230,William Oconnor,vwillis@example.com,Connerfort,SD,US,42087,Referral,True,2023-11-01T23:10:00.641355,2026-04-24T19:23:34.124574,2026-04-24T19:23:36.212554
CUST-00231,Michael Anderson,JEFFREY92@EXAMPLE.COM,Lake Stacyfurt,PR,US,74882,organic,True,2023-05-30T13:41:27.065553,2026-04-24T19:23:12.143320,2026-04-24T19:23:36.213251
CUST-00232,Patrick Young,daniellegarcia@example.com,Garyland,GU,US,93426,Paid Search,True,2025-04-28T05:55:33.311004,2026-04-24T19:23:19.757157,2026-04-24T19:23:36.214101
CUST-00233,Hayley Buchanan,sean43@example.org,North Paulchester,GA,US,54767,EMAIL,True,2024-10-16T08:49:13.298304,2026-04-24T19:22:58.722754,2026-04-24T19:23:36.214834
CUST-00234,Melissa Martin,EGARCIA@EXAMPLE.NET,Port Meganport,AK,US,42275,social media,True,2024-02-05T05:03:26.950922,2026-04-24T19:22:42.283503,2026-04-24T19:23:36.215672
CUST-00235,Tom Spence,george62@example.net,Brookefort,VT,US,04563,Paid Search,True,2024-08-09T16:44:11.879442,2026-04-24T19:23:15.218111,2026-04-24T19:23:36.216075
CUST-00236,Colton Terry,gmoore@example.com,Donnaport,IA,US,13072,organic,True,2023-06-18T11:23:22.738501,2026-04-24T19:23:10.306189,2026-04-24T19:23:36.216442
CUST-00237,Edward Stanley,XHERNANDEZ@EXAMPLE.ORG,Gonzaleztown,IL,US,22892,PAID_SEARCH,True,2025-03-24T08:46:52.146807,2026-04-24T19:23:34.623462,2026-04-24T19:23:36.216814
CUST-00238,Steven Baker,tanthony@example.com,Lopezfurt,MN,US,24956,PAID_SEARCH,True,2024-08-25T12:46:58.860852,2026-04-24T19:22:51.797758,2026-04-24T19:23:36.217180
CUST-00239,Paul Contreras,rbaker@example.net,Lake Mauriceside,MT,US,99651,ORGANIC SEARCH,True,2025-01-30T06:18:17.572396,2026-04-24T19:23:09.216114,2026-04-24T19:23:36.217542
CUST-00240,Taylor Armstrong,ACARDENAS@EXAMPLE.NET,South Kent,MO,US,94126,PAID_SEARCH,True,2023-06-02T03:22:39.624871,2026-04-24T19:23:10.273196,2026-04-24T19:23:36.217891
CUST-00241,Carol Lewis,davidtodd@example.org,East Brad,CO,US,90039,organic,True,2024-08-14T03:45:50.992763,2026-04-24T19:23:35.836154,2026-04-24T19:23:36.218295
CUST-00242,Andrea Hughes,maryscott@example.net,Arnoldview,NC,US,60552,PAID_SEARCH,True,2026-01-24T00:57:41.833813,2026-04-24T19:22:36.741828,2026-04-24T19:23:36.218714
CUST-00243,Lauren Hanna,JRODRIGUEZ@EXAMPLE.ORG,North Annaville,WY,US,37999,PAID_SEARCH,True,2025-11-30T14:20:19.985669,2026-04-24T19:23:28.808147,2026-04-24T19:23:36.219109
CUST-00244,Kara Jackson,pbaker@example.com,Thomasfurt,AZ,US,52378,EMAIL,True,2025-12-24T19:28:50.488246,2026-04-24T19:22:55.889645,2026-04-24T19:23:36.219491
CUST-00245,Alicia Roth,brandonalvarez@example.com,Larryfort,PR,US,91751,Referral,True,2025-05-14T11:50:50.766945,2026-04-24T19:23:34.349799,2026-04-24T19:23:36.219918
CUST-00246,Erica Daniel,DENNISMCCANN@EXAMPLE.COM,East Scottchester,WA,US,64000,ORGANIC SEARCH,True,2025-08-04T06:42:30.664078,2026-04-24T19:23:28.031338,2026-04-24T19:23:36.220472
CUST-00247,Jennifer Deleon,robertsonerik@example.com,East Jamesborough,MP,US,08054,PAID_SEARCH,True,2024-01-23T11:01:27.964128,2026-04-24T19:23:03.386920,2026-04-24T19:23:36.221066
CUST-00248,Madison Martinez,janet45@example.com,East Nathanmouth,HI,US,62705,Social Media,True,2025-01-27T03:27:27.976428,2026-04-24T19:22:56.985594,2026-04-24T19:23:36.221605
CUST-00249,Alexander Williams,MARYGREEN@EXAMPLE.NET,Port Jeffrey,IN,US,89327,ORGANIC SEARCH,True,2023-12-07T14:34:21.055593,2026-04-24T19:23:15.095240,2026-04-24T19:23:36.222115
CUST-00250,Thomas Holland,hancocktammy@example.net,East Johnnyport,VT,US,93479,ORGANIC SEARCH,True,2025-03-29T08:25:28.395406,2026-04-24T19:23:01.428408,2026-04-24T19:23:36.222527
CUST-00251,Eric Meyer,dyork@example.com,Silvatown,NY,US,87317,PAID_SEARCH,True,2026-03-19T02:02:09.014009,2026-04-24T19:23:26.362705,2026-04-24T19:23:36.222896
CUST-00252,Donald Nguyen,KENNETH17@EXAMPLE.ORG,Joseport,ID,US,20152,Social Media,True,2024-11-11T21:31:08.306276,2026-04-24T19:22:50.418125,2026-04-24T19:23:36.223227
CUST-00253,Francisco Taylor,trujilloleah@example.net,Lake Tylerport,KS,US,55363,Referral,True,2024-07-11T09:57:25.235065,2026-04-24T19:23:20.203926,2026-04-24T19:23:36.223623
CUST-00254,Rachel Knox,matthewreeves@example.net,Williamburgh,MP,US,86695,EMAIL,True,2025-12-10T11:31:38.954896,2026-04-24T19:22:46.868151,2026-04-24T19:23:36.224194
CUST-00255,Pamela White,RUIZJOYCE@EXAMPLE.NET,Destinybury,MI,US,29773,organic,True,2025-07-18T12:47:52.153953,2026-04-24T19:22:54.425116,2026-04-24T19:23:36.224645
CUST-00256,Julie Delacruz,nathan94@example.com,South Pamelahaven,DE,US,89721,PAID_SEARCH,True,2024-06-16T06:58:09.526039,2026-04-24T19:22:53.901345,2026-04-24T19:23:36.224992
CUST-00257,William Orozco,pittsedward@example.org,Thomasburgh,WI,US,11093,PAID_SEARCH,True,2024-10-10T08:09:18.828938,2026-04-24T19:23:13.861966,2026-04-24T19:23:36.225416
CUST-00258,Philip Jackson,LAWRENCEBROWN@EXAMPLE.COM,South Kristen,WI,US,12040,Paid Search,True,2023-09-13T21:08:09.155071,2026-04-24T19:23:02.022685,2026-04-24T19:23:36.225929
CUST-00259,Joseph Cross,epowell@example.com,West Katherinehaven,ID,US,02849,ORGANIC SEARCH,True,2025-05-05T14:44:14.731297,2026-04-24T19:23:13.601216,2026-04-24T19:23:36.226304
CUST-00260,James Chapman,jeremywiley@example.com,North Madison,ME,US,38620,organic,True,2024-09-05T15:43:39.431153,2026-04-24T19:23:07.217305,2026-04-24T19:23:36.226782
CUST-00261,Colin Vaughan,RYAN25@EXAMPLE.COM,Smithbury,VA,US,17698,Paid Search,True,2023-12-12T11:50:18.251029,2026-04-24T19:22:37.314796,2026-04-24T19:23:36.227240
CUST-00262,Martin Wise,daviddawson@example.org,New Virginiaville,SD,US,03088,ORGANIC SEARCH,True,2023-06-16T22:33:47.935082,2026-04-24T19:22:42.947390,2026-04-24T19:23:36.227652
CUST-00263,Christian Neal,jjames@example.com,West Robertville,TN,US,68698,EMAIL,True,2024-02-14T21:46:24.703304,2026-04-24T19:23:12.338060,2026-04-24T19:23:36.228006
CUST-00264,Autumn Wilson,ROBERTROACH@EXAMPLE.NET,South Jamesborough,WI,US,34972,ORGANIC SEARCH,True,2025-10-22T04:15:24.399235,2026-04-24T19:23:34.387183,2026-04-24T19:23:36.228406
CUST-00265,Susan Watts,jade42@example.org,Riveratown,AL,US,88533,EMAIL,True,2023-07-31T14:38:39.990454,2026-04-24T19:22:42.625855,2026-04-24T19:23:36.228991
CUST-00266,Nathaniel Conway,fhernandez@example.net,South Vanessa,LA,US,35120,Paid Search,True,2024-09-14T19:20:14.122595,2026-04-24T19:22:41.988535,2026-04-24T19:23:36.230100
CUST-00267,Emily Rodgers,MORGANPHELPS@EXAMPLE.COM,Port Katherineton,AL,US,18640,EMAIL,True,2025-04-20T22:32:06.629102,2026-04-24T19:22:46.230736,2026-04-24T19:23:36.230715
CUST-00268,Robert White,patricia94@example.net,Rossmouth,KY,US,51057,Referral,True,2025-05-20T00:39:33.262560,2026-04-24T19:23:04.694701,2026-04-24T19:23:36.231094
CUST-00269,Michael Brown,zbanks@example.org,North Robert,OR,US,63766,social media,True,2025-09-20T03:28:53.840737,2026-04-24T19:23:16.703588,2026-04-24T19:23:36.231459
CUST-00270,Michael Roberson,CHERYLMAXWELL@EXAMPLE.NET,South Samantha,DE,US,54408,Paid Search,True,2024-08-19T22:59:54.846260,2026-04-24T19:22:39.800163,2026-04-24T19:23:36.231992
CUST-00271,Vanessa Santiago,alexander89@example.net,Aprilville,NE,US,87233,social media,True,2025-06-29T07:04:17.395177,2026-04-24T19:23:04.915781,2026-04-24T19:23:36.232358
CUST-00272,Mason Moore,jhernandez@example.net,Christianburgh,CA,US,98992,Paid Search,True,2024-10-14T19:06:33.245439,2026-04-24T19:22:50.453509,2026-04-24T19:23:36.232747
CUST-00273,Robert Miller,BRENT38@EXAMPLE.NET,Solismouth,CO,US,65834,Referral,True,2024-08-26T22:46:53.078321,2026-04-24T19:22:43.122411,2026-04-24T19:23:36.233100
CUST-00274,Andrew Dunn,bmcgee@example.org,Port Cassandraport,FM,US,67129,PAID_SEARCH,True,2024-12-31T05:55:15.825358,2026-04-24T19:23:15.275759,2026-04-24T19:23:36.233450
CUST-00275,Sarah Rivera,xclements@example.org,Moranstad,VT,US,59815,EMAIL,True,2023-08-28T00:36:56.210995,2026-04-24T19:23:21.559197,2026-04-24T19:23:36.233819
CUST-00276,Dorothy Boyd,AARONKELLY@EXAMPLE.NET,North Pennyfort,DC,US,94460,EMAIL,True,2025-07-16T16:07:03.883533,2026-04-24T19:23:00.552645,2026-04-24T19:23:36.234227
CUST-00277,Roger Lee,cheryl31@example.com,Danielchester,AZ,US,83501,Referral,True,2025-10-28T17:11:00.647847,2026-04-24T19:23:11.328666,2026-04-24T19:23:36.234663
